Record Time,,,Weekday,Day,Month,Year,Pressure
11:00,AM,PDT,Wednesday,24,June,2020,101.3 kPa
5:00,PM,PDT,Wednesday,24,June,2020,101.5 kPa
11:00,PM,PDT,Wednesday,24,June,2020,101.7 kPa
5:49,AM,PDT,Thursday,25,June,2020,101.9 kPa
11:00,AM,PDT,Thursday,25,June,2020,102.0 kPa
5:00,PM,PDT,Thursday,25,June,2020,101.8 kPa
11:00,PM,PDT,Thursday,25,June,2020,101.7 kPa
5:00,AM,PDT,Friday,26,June,2020,101.7 kPa
11:00,AM,PDT,Friday,26,June,2020,101.7 kPa
5:32,PM,PDT,Friday,26,June,2020,101.5 kPa
11:00,PM,PDT,Friday,26,June,2020,101.5 kPa
5:00,AM,PDT,Saturday,27,June,2020,101.4 kPa
11:00,AM,PDT,Saturday,27,June,2020,101.4 kPa
5:00,PM,PDT,Saturday,27,June,2020,101.3 kPa
11:00,PM,PDT,Saturday,27,June,2020,101.1 kPa
5:00,AM,PDT,Sunday,28,June,2020,101.1 kPa
11:00,AM,PDT,Sunday,28,June,2020,101.2 kPa
5:00,PM,PDT,Sunday,28,June,2020,101.1 kPa
11:00,PM,PDT,Sunday,28,June,2020,101.2 kPa
5:00,AM,PDT,Monday,29,June,2020,101.4 kPa
11:00,AM,PDT,Monday,29,June,2020,101.5 kPa
5:00,PM,PDT,Monday,29,June,2020,101.3 kPa
11:00,PM,PDT,Monday,29,June,2020,101.2 kPa
5:00,AM,PDT,Tuesday,30,June,2020,101.3 kPa
11:00,AM,PDT,Tuesday,30,June,2020,101.4 kPa
5:00,PM,PDT,Tuesday,30,June,2020,101.4 kPa
11:00,PM,PDT,Tuesday,30,June,2020,101.4 kPa
5:00,AM,PDT,Wednesday,1,July,2020,101.3 kPa
11:50,AM,PDT,Wednesday,1,July,2020,101.3 kPa
5:32,PM,PDT,Wednesday,1,July,2020,101.2 kPa
11:23,PM,PDT,Wednesday,1,July,2020,101.1 kPa
5:00,AM,PDT,Thursday,2,July,2020,101.2 kPa
11:00,AM,PDT,Thursday,2,July,2020,101.4 kPa
5:00,PM,PDT,Thursday,2,July,2020,101.6 kPa
11:00,PM,PDT,Thursday,2,July,2020,101.6 kPa
5:00,AM,PDT,Friday,3,July,2020,101.6 kPa
11:00,AM,PDT,Friday,3,July,2020,101.8 kPa
5:00,PM,PDT,Friday,3,July,2020,102.1 kPa
11:00,PM,PDT,Friday,3,July,2020,102.2 kPa
5:00,AM,PDT,Saturday,4,July,2020,102.2 kPa
11:00,AM,PDT,Saturday,4,July,2020,102.3 kPa
5:00,PM,PDT,Saturday,4,July,2020,102.3 kPa
11:00,PM,PDT,Saturday,4,July,2020,102.3 kPa
5:00,AM,PDT,Sunday,5,July,2020,102.2 kPa
11:00,AM,PDT,Sunday,5,July,2020,102.2 kPa
5:00,PM,PDT,Sunday,5,July,2020,102.0 kPa
11:00,PM,PDT,Sunday,5,July,2020,101.8 kPa
5:00,AM,PDT,Monday,6,July,2020,101.7 kPa
11:00,AM,PDT,Monday,6,July,2020,101.8 kPa
5:00,PM,PDT,Monday,6,July,2020,101.6 kPa
11:00,PM,PDT,Monday,6,July,2020,101.5 kPa
5:00,AM,PDT,Tuesday,7,July,2020,101.6 kPa
11:00,AM,PDT,Tuesday,7,July,2020,101.8 kPa
5:00,PM,PDT,Tuesday,7,July,2020,101.9 kPa
11:00,PM,PDT,Tuesday,7,July,2020,101.9 kPa
5:00,AM,PDT,Wednesday,8,July,2020,101.9 kPa
11:00,AM,PDT,Wednesday,8,July,2020,102.0 kPa
5:00,PM,PDT,Wednesday,8,July,2020,101.8 kPa
11:00,PM,PDT,Wednesday,8,July,2020,101.7 kPa
5:13,AM,PDT,Thursday,9,July,2020,101.5 kPa
11:21,AM,PDT,Thursday,9,July,2020,101.6 kPa
5:00,PM,PDT,Thursday,9,July,2020,101.6 kPa
11:00,PM,PDT,Thursday,9,July,2020,101.7 kPa
5:00,AM,PDT,Friday,10,July,2020,101.9 kPa
11:00,AM,PDT,Friday,10,July,2020,102.2 kPa
5:00,PM,PDT,Friday,10,July,2020,102.2 kPa
11:00,PM,PDT,Friday,10,July,2020,102.0 kPa
5:00,AM,PDT,Saturday,11,July,2020,101.9 kPa
11:00,AM,PDT,Saturday,11,July,2020,101.8 kPa
5:19,PM,PDT,Saturday,11,July,2020,102.0 kPa
11:00,PM,PDT,Saturday,11,July,2020,101.9 kPa
5:00,AM,PDT,Sunday,12,July,2020,101.9 kPa
11:00,AM,PDT,Sunday,12,July,2020,102.0 kPa
5:00,PM,PDT,Sunday,12,July,2020,102.0 kPa
11:00,PM,PDT,Sunday,12,July,2020,102.0 kPa
5:00,AM,PDT,Monday,13,July,2020,102.1 kPa
11:00,AM,PDT,Monday,13,July,2020,102.1 kPa
5:00,PM,PDT,Monday,13,July,2020,102.0 kPa
11:00,PM,PDT,Monday,13,July,2020,101.9 kPa
5:00,AM,PDT,Tuesday,14,July,2020,102.0 kPa
11:00,AM,PDT,Tuesday,14,July,2020,102.2 kPa
5:00,PM,PDT,Tuesday,14,July,2020,102.1 kPa
11:00,PM,PDT,Tuesday,14,July,2020,102.0 kPa
5:00,AM,PDT,Wednesday,15,July,2020,102.0 kPa
11:00,AM,PDT,Wednesday,15,July,2020,102.0 kPa
5:00,PM,PDT,Wednesday,15,July,2020,101.9 kPa
11:00,PM,PDT,Wednesday,15,July,2020,101.7 kPa
5:28,AM,PDT,Thursday,16,July,2020,101.6 kPa
11:19,AM,PDT,Thursday,16,July,2020,101.6 kPa
5:00,PM,PDT,Thursday,16,July,2020,101.4 kPa
11:00,PM,PDT,Thursday,16,July,2020,101.4 kPa
5:00,AM,PDT,Friday,17,July,2020,101.5 kPa
11:00,AM,PDT,Friday,17,July,2020,101.8 kPa
5:00,PM,PDT,Friday,17,July,2020,102.0 kPa
11:00,PM,PDT,Friday,17,July,2020,102.1 kPa
5:00,AM,PDT,Saturday,18,July,2020,102.2 kPa
11:00,AM,PDT,Saturday,18,July,2020,102.4 kPa
5:00,PM,PDT,Saturday,18,July,2020,102.2 kPa
11:00,PM,PDT,Saturday,18,July,2020,101.9 kPa
5:00,AM,PDT,Sunday,19,July,2020,101.9 kPa
11:00,AM,PDT,Sunday,19,July,2020,102.0 kPa
5:02,PM,PDT,Sunday,19,July,2020,101.8 kPa
11:00,PM,PDT,Sunday,19,July,2020,101.7 kPa
5:00,AM,PDT,Monday,20,July,2020,101.8 kPa
11:00,AM,PDT,Monday,20,July,2020,101.8 kPa
5:00,PM,PDT,Monday,20,July,2020,101.4 kPa
11:00,PM,PDT,Monday,20,July,2020,101.2 kPa
5:00,AM,PDT,Tuesday,21,July,2020,101.3 kPa
11:00,AM,PDT,Tuesday,21,July,2020,101.2 kPa
5:00,PM,PDT,Tuesday,21,July,2020,101.0 kPa
11:00,PM,PDT,Tuesday,21,July,2020,100.9 kPa
5:00,AM,PDT,Wednesday,22,July,2020,101.0 kPa
11:00,AM,PDT,Wednesday,22,July,2020,101.1 kPa
5:00,PM,PDT,Wednesday,22,July,2020,101.0 kPa
11:00,PM,PDT,Wednesday,22,July,2020,101.1 kPa
5:00,AM,PDT,Thursday,23,July,2020,101.2 kPa
11:00,AM,PDT,Thursday,23,July,2020,101.5 kPa
5:00,PM,PDT,Thursday,23,July,2020,101.5 kPa
11:00,PM,PDT,Thursday,23,July,2020,101.5 kPa
5:00,AM,PDT,Friday,24,July,2020,101.5 kPa
11:00,AM,PDT,Friday,24,July,2020,101.7 kPa
5:00,PM,PDT,Friday,24,July,2020,101.8 kPa
11:00,PM,PDT,Friday,24,July,2020,101.9 kPa
5:00,AM,PDT,Saturday,25,July,2020,102.1 kPa
11:00,AM,PDT,Saturday,25,July,2020,102.2 kPa
5:00,PM,PDT,Saturday,25,July,2020,102.1 kPa
11:00,PM,PDT,Saturday,25,July,2020,102.0 kPa
5:00,AM,PDT,Sunday,26,July,2020,102.1 kPa
11:00,AM,PDT,Sunday,26,July,2020,102.1 kPa
5:00,PM,PDT,Sunday,26,July,2020,101.7 kPa
11:00,PM,PDT,Sunday,26,July,2020,101.4 kPa
5:00,AM,PDT,Monday,27,July,2020,101.4 kPa
11:00,AM,PDT,Monday,27,July,2020,101.4 kPa
5:00,PM,PDT,Monday,27,July,2020,101.0 kPa
11:00,PM,PDT,Monday,27,July,2020,100.9 kPa
5:00,AM,PDT,Tuesday,28,July,2020,101.1 kPa
11:00,AM,PDT,Tuesday,28,July,2020,101.3 kPa
5:00,PM,PDT,Tuesday,28,July,2020,101.3 kPa
11:49,PM,PDT,Tuesday,28,July,2020,101.2 kPa
5:00,AM,PDT,Wednesday,29,July,2020,101.3 kPa
11:00,AM,PDT,Wednesday,29,July,2020,101.5 kPa
5:00,PM,PDT,Wednesday,29,July,2020,101.3 kPa
11:00,PM,PDT,Wednesday,29,July,2020,101.4 kPa
5:00,AM,PDT,Thursday,30,July,2020,101.6 kPa
11:00,AM,PDT,Thursday,30,July,2020,101.6 kPa
5:00,PM,PDT,Thursday,30,July,2020,101.3 kPa
11:00,PM,PDT,Thursday,30,July,2020,101.1 kPa
5:00,AM,PDT,Friday,31,July,2020,101.2 kPa
11:16,AM,PDT,Friday,31,July,2020,101.3 kPa
5:00,PM,PDT,Friday,31,July,2020,101.5 kPa
11:00,PM,PDT,Friday,31,July,2020,101.7 kPa
5:00,AM,PDT,Saturday,1,August,2020,101.8 kPa
11:00,AM,PDT,Saturday,1,August,2020,102.0 kPa
5:00,PM,PDT,Saturday,1,August,2020,101.8 kPa
11:00,PM,PDT,Saturday,1,August,2020,101.7 kPa
5:00,AM,PDT,Sunday,2,August,2020,101.7 kPa
11:00,AM,PDT,Sunday,2,August,2020,101.8 kPa
5:00,PM,PDT,Sunday,2,August,2020,101.8 kPa
11:00,PM,PDT,Sunday,2,August,2020,101.8 kPa
5:00,AM,PDT,Monday,3,August,2020,101.9 kPa
11:00,AM,PDT,Monday,3,August,2020,102.1 kPa
5:00,PM,PDT,Monday,3,August,2020,102.1 kPa
11:00,PM,PDT,Monday,3,August,2020,102.0 kPa
5:00,AM,PDT,Tuesday,4,August,2020,101.9 kPa
11:00,AM,PDT,Tuesday,4,August,2020,102.0 kPa
5:00,PM,PDT,Tuesday,4,August,2020,101.6 kPa
11:00,PM,PDT,Tuesday,4,August,2020,101.4 kPa
5:00,AM,PDT,Wednesday,5,August,2020,101.3 kPa
11:00,AM,PDT,Wednesday,5,August,2020,101.4 kPa
5:00,PM,PDT,Wednesday,5,August,2020,101.0 kPa
11:00,PM,PDT,Wednesday,5,August,2020,100.9 kPa
5:10,AM,PDT,Thursday,6,August,2020,100.8 kPa
11:38,AM,PDT,Thursday,6,August,2020,101.1 kPa
5:00,PM,PDT,Thursday,6,August,2020,101.4 kPa
11:00,PM,PDT,Thursday,6,August,2020,101.7 kPa
5:00,AM,PDT,Friday,7,August,2020,101.9 kPa
11:00,AM,PDT,Friday,7,August,2020,102.2 kPa
5:00,PM,PDT,Friday,7,August,2020,102.2 kPa
11:48,PM,PDT,Friday,7,August,2020,102.1 kPa
5:00,AM,PDT,Saturday,8,August,2020,102.1 kPa
11:00,AM,PDT,Saturday,8,August,2020,102.3 kPa
5:00,PM,PDT,Saturday,8,August,2020,102.2 kPa
11:00,PM,PDT,Saturday,8,August,2020,102.3 kPa
5:00,AM,PDT,Sunday,9,August,2020,102.5 kPa
11:00,AM,PDT,Sunday,9,August,2020,102.6 kPa
5:00,PM,PDT,Sunday,9,August,2020,102.5 kPa
11:00,PM,PDT,Sunday,9,August,2020,102.3 kPa
5:00,AM,PDT,Monday,10,August,2020,102.1 kPa
11:00,AM,PDT,Monday,10,August,2020,102.0 kPa
5:00,PM,PDT,Monday,10,August,2020,101.6 kPa
11:00,PM,PDT,Monday,10,August,2020,101.5 kPa
5:00,AM,PDT,Tuesday,11,August,2020,101.4 kPa
11:00,AM,PDT,Tuesday,11,August,2020,101.4 kPa
5:00,PM,PDT,Tuesday,11,August,2020,101.2 kPa
11:00,PM,PDT,Tuesday,11,August,2020,101.2 kPa
5:00,AM,PDT,Wednesday,12,August,2020,101.4 kPa
11:00,AM,PDT,Wednesday,12,August,2020,101.8 kPa
5:00,PM,PDT,Wednesday,12,August,2020,101.8 kPa
11:00,PM,PDT,Wednesday,12,August,2020,101.9 kPa
5:00,AM,PDT,Thursday,13,August,2020,101.9 kPa
11:00,AM,PDT,Thursday,13,August,2020,102.1 kPa
5:00,PM,PDT,Thursday,13,August,2020,102.1 kPa
11:00,PM,PDT,Thursday,13,August,2020,102.2 kPa
5:00,AM,PDT,Friday,14,August,2020,102.3 kPa
11:00,AM,PDT,Friday,14,August,2020,102.4 kPa
5:00,PM,PDT,Friday,14,August,2020,102.2 kPa
11:00,PM,PDT,Friday,14,August,2020,102.1 kPa
5:00,AM,PDT,Saturday,15,August,2020,102.0 kPa
11:00,AM,PDT,Saturday,15,August,2020,101.8 kPa
5:00,PM,PDT,Saturday,15,August,2020,101.5 kPa
11:00,PM,PDT,Saturday,15,August,2020,101.2 kPa
5:00,AM,PDT,Sunday,16,August,2020,101.2 kPa
11:00,AM,PDT,Sunday,16,August,2020,101.2 kPa
5:00,PM,PDT,Sunday,16,August,2020,101.1 kPa
11:00,PM,PDT,Sunday,16,August,2020,101.3 kPa
5:00,AM,PDT,Monday,17,August,2020,101.4 kPa
11:00,AM,PDT,Monday,17,August,2020,101.8 kPa
5:00,PM,PDT,Monday,17,August,2020,101.6 kPa
11:00,PM,PDT,Monday,17,August,2020,101.5 kPa
5:00,AM,PDT,Tuesday,18,August,2020,101.6 kPa
11:00,AM,PDT,Tuesday,18,August,2020,101.9 kPa
5:00,PM,PDT,Tuesday,18,August,2020,101.8 kPa
11:00,PM,PDT,Tuesday,18,August,2020,101.7 kPa
5:00,AM,PDT,Wednesday,19,August,2020,101.6 kPa
11:00,AM,PDT,Wednesday,19,August,2020,101.5 kPa
5:00,PM,PDT,Wednesday,19,August,2020,101.2 kPa
11:00,PM,PDT,Wednesday,19,August,2020,101.1 kPa
5:00,AM,PDT,Thursday,20,August,2020,101.2 kPa
11:00,AM,PDT,Thursday,20,August,2020,101.2 kPa
5:00,PM,PDT,Thursday,20,August,2020,100.9 kPa
11:00,PM,PDT,Thursday,20,August,2020,100.7 kPa
5:00,AM,PDT,Friday,21,August,2020,100.7 kPa
11:42,AM,PDT,Friday,21,August,2020,100.8 kPa
5:29,PM,PDT,Friday,21,August,2020,101.1 kPa
11:00,PM,PDT,Friday,21,August,2020,101.3 kPa
5:00,AM,PDT,Saturday,22,August,2020,101.8 kPa
11:00,AM,PDT,Saturday,22,August,2020,102.1 kPa
5:00,PM,PDT,Saturday,22,August,2020,102.0 kPa
11:00,PM,PDT,Saturday,22,August,2020,101.8 kPa
5:00,AM,PDT,Sunday,23,August,2020,101.7 kPa
11:00,AM,PDT,Sunday,23,August,2020,101.7 kPa
5:00,PM,PDT,Sunday,23,August,2020,101.5 kPa
11:00,PM,PDT,Sunday,23,August,2020,101.4 kPa
5:00,AM,PDT,Monday,24,August,2020,101.4 kPa
11:00,AM,PDT,Monday,24,August,2020,101.6 kPa
5:00,PM,PDT,Monday,24,August,2020,101.5 kPa
11:00,PM,PDT,Monday,24,August,2020,101.5 kPa
5:00,AM,PDT,Tuesday,25,August,2020,101.5 kPa
11:00,AM,PDT,Tuesday,25,August,2020,101.6 kPa
5:00,PM,PDT,Tuesday,25,August,2020,101.5 kPa
11:00,PM,PDT,Tuesday,25,August,2020,101.5 kPa
5:00,AM,PDT,Wednesday,26,August,2020,101.6 kPa
11:00,AM,PDT,Wednesday,26,August,2020,101.7 kPa
5:00,PM,PDT,Wednesday,26,August,2020,101.5 kPa
11:00,PM,PDT,Wednesday,26,August,2020,101.4 kPa
5:00,AM,PDT,Thursday,27,August,2020,101.5 kPa
11:00,AM,PDT,Thursday,27,August,2020,101.7 kPa
5:00,PM,PDT,Thursday,27,August,2020,101.6 kPa
11:00,PM,PDT,Thursday,27,August,2020,101.7 kPa
5:00,AM,PDT,Friday,28,August,2020,101.7 kPa
11:00,AM,PDT,Friday,28,August,2020,101.8 kPa
5:00,PM,PDT,Friday,28,August,2020,101.6 kPa
11:00,PM,PDT,Friday,28,August,2020,101.5 kPa
5:00,AM,PDT,Saturday,29,August,2020,101.5 kPa
11:00,AM,PDT,Saturday,29,August,2020,101.7 kPa
5:00,PM,PDT,Saturday,29,August,2020,101.7 kPa
11:00,PM,PDT,Saturday,29,August,2020,101.8 kPa
5:00,AM,PDT,Sunday,30,August,2020,102.1 kPa
11:00,AM,PDT,Sunday,30,August,2020,102.3 kPa
11:00,PM,PDT,Sunday,30,August,2020,101.7 kPa
5:00,AM,PDT,Monday,31,August,2020,101.8 kPa
11:00,AM,PDT,Monday,31,August,2020,102.0 kPa
5:00,PM,PDT,Monday,31,August,2020,102.1 kPa
11:00,PM,PDT,Monday,31,August,2020,102.1 kPa
5:00,AM,PDT,Tuesday,1,September,2020,102.2 kPa
11:00,AM,PDT,Tuesday,1,September,2020,102.2 kPa
5:00,PM,PDT,Tuesday,1,September,2020,102.0 kPa
11:00,PM,PDT,Tuesday,1,September,2020,101.9 kPa
5:47,AM,PDT,Wednesday,2,September,2020,101.7 kPa
11:00,AM,PDT,Wednesday,2,September,2020,101.9 kPa
5:00,PM,PDT,Wednesday,2,September,2020,101.9 kPa
11:00,PM,PDT,Wednesday,2,September,2020,102.1 kPa
5:00,AM,PDT,Thursday,3,September,2020,102.1 kPa
11:00,AM,PDT,Thursday,3,September,2020,102.2 kPa
5:00,PM,PDT,Thursday,3,September,2020,101.9 kPa
11:00,PM,PDT,Thursday,3,September,2020,101.8 kPa
5:00,AM,PDT,Friday,4,September,2020,101.7 kPa
11:00,AM,PDT,Friday,4,September,2020,101.6 kPa
5:00,PM,PDT,Friday,4,September,2020,101.3 kPa
11:00,PM,PDT,Friday,4,September,2020,101.6 kPa
5:00,AM,PDT,Saturday,5,September,2020,101.9 kPa
11:00,AM,PDT,Saturday,5,September,2020,102.4 kPa
5:00,PM,PDT,Saturday,5,September,2020,102.4 kPa
11:00,PM,PDT,Saturday,5,September,2020,102.5 kPa
5:00,AM,PDT,Sunday,6,September,2020,102.5 kPa
11:00,AM,PDT,Sunday,6,September,2020,102.6 kPa
5:00,PM,PDT,Sunday,6,September,2020,102.2 kPa
11:00,PM,PDT,Sunday,6,September,2020,102.1 kPa
5:00,AM,PDT,Monday,7,September,2020,102.1 kPa
11:00,AM,PDT,Monday,7,September,2020,102.4 kPa
5:00,PM,PDT,Monday,7,September,2020,102.4 kPa
11:00,PM,PDT,Monday,7,September,2020,102.6 kPa
5:00,AM,PDT,Tuesday,8,September,2020,102.8 kPa
11:00,AM,PDT,Tuesday,8,September,2020,102.7 kPa
5:00,PM,PDT,Tuesday,8,September,2020,102.1 kPa
11:00,PM,PDT,Tuesday,8,September,2020,101.9 kPa
5:00,AM,PDT,Wednesday,9,September,2020,101.9 kPa
11:00,AM,PDT,Wednesday,9,September,2020,101.9 kPa
5:00,PM,PDT,Wednesday,9,September,2020,101.5 kPa
11:00,PM,PDT,Wednesday,9,September,2020,101.4 kPa
5:00,AM,PDT,Thursday,10,September,2020,101.6 kPa
11:00,AM,PDT,Thursday,10,September,2020,101.7 kPa
5:00,PM,PDT,Thursday,10,September,2020,101.4 kPa
11:00,PM,PDT,Thursday,10,September,2020,101.4 kPa
5:00,AM,PDT,Friday,11,September,2020,101.5 kPa
5:00,PM,PDT,Friday,11,September,2020,101.5 kPa
11:00,PM,PDT,Friday,11,September,2020,101.5 kPa
5:00,AM,PDT,Saturday,12,September,2020,101.6 kPa
11:00,AM,PDT,Saturday,12,September,2020,101.7 kPa
5:19,PM,PDT,Saturday,12,September,2020,101.4 kPa
11:00,PM,PDT,Saturday,12,September,2020,101.4 kPa
5:00,AM,PDT,Sunday,13,September,2020,101.4 kPa
11:00,AM,PDT,Sunday,13,September,2020,101.4 kPa
5:00,PM,PDT,Sunday,13,September,2020,101.2 kPa
11:00,PM,PDT,Sunday,13,September,2020,101.3 kPa
5:24,AM,PDT,Monday,14,September,2020,101.5 kPa
11:00,AM,PDT,Monday,14,September,2020,101.5 kPa
5:46,PM,PDT,Monday,14,September,2020,101.5 kPa
11:00,PM,PDT,Monday,14,September,2020,101.7 kPa
5:00,AM,PDT,Tuesday,15,September,2020,101.8 kPa
11:00,AM,PDT,Tuesday,15,September,2020,102.0 kPa
5:33,PM,PDT,Tuesday,15,September,2020,101.7 kPa
11:00,PM,PDT,Tuesday,15,September,2020,101.9 kPa
5:00,AM,PDT,Wednesday,16,September,2020,101.8 kPa
11:30,AM,PDT,Wednesday,16,September,2020,101.7 kPa
5:00,PM,PDT,Wednesday,16,September,2020,101.5 kPa
11:00,PM,PDT,Wednesday,16,September,2020,101.7 kPa
5:00,AM,PDT,Thursday,17,September,2020,101.7 kPa
11:00,AM,PDT,Thursday,17,September,2020,101.7 kPa
5:00,PM,PDT,Thursday,17,September,2020,101.3 kPa
11:26,PM,PDT,Thursday,17,September,2020,101.3 kPa
5:00,AM,PDT,Friday,18,September,2020,101.2 kPa
11:00,AM,PDT,Friday,18,September,2020,101.2 kPa
5:00,PM,PDT,Friday,18,September,2020,101.2 kPa
11:00,PM,PDT,Friday,18,September,2020,101.3 kPa
5:00,AM,PDT,Saturday,19,September,2020,101.3 kPa
11:49,AM,PDT,Saturday,19,September,2020,101.6 kPa
5:35,PM,PDT,Saturday,19,September,2020,101.7 kPa
11:00,PM,PDT,Saturday,19,September,2020,101.8 kPa
5:00,AM,PDT,Sunday,20,September,2020,101.8 kPa
11:00,AM,PDT,Sunday,20,September,2020,101.9 kPa
5:00,PM,PDT,Sunday,20,September,2020,101.7 kPa
11:00,PM,PDT,Sunday,20,September,2020,101.6 kPa
5:00,AM,PDT,Monday,21,September,2020,101.4 kPa
11:00,AM,PDT,Monday,21,September,2020,101.5 kPa
5:43,PM,PDT,Monday,21,September,2020,101.4 kPa
11:17,PM,PDT,Monday,21,September,2020,101.5 kPa
5:00,AM,PDT,Tuesday,22,September,2020,101.5 kPa
11:00,AM,PDT,Tuesday,22,September,2020,101.7 kPa
5:00,PM,PDT,Tuesday,22,September,2020,101.5 kPa
11:00,PM,PDT,Tuesday,22,September,2020,101.2 kPa
5:08,AM,PDT,Wednesday,23,September,2020,100.8 kPa
11:34,AM,PDT,Wednesday,23,September,2020,100.6 kPa
5:00,PM,PDT,Wednesday,23,September,2020,100.2 kPa
11:31,PM,PDT,Wednesday,23,September,2020,100.5 kPa
5:00,AM,PDT,Thursday,24,September,2020,100.8 kPa
11:00,AM,PDT,Thursday,24,September,2020,101.2 kPa
5:00,PM,PDT,Thursday,24,September,2020,101.2 kPa
11:00,PM,PDT,Thursday,24,September,2020,101.0 kPa
5:18,AM,PDT,Friday,25,September,2020,100.4 kPa
11:00,AM,PDT,Friday,25,September,2020,100.2 kPa
5:00,PM,PDT,Friday,25,September,2020,100.7 kPa
11:00,PM,PDT,Friday,25,September,2020,101.2 kPa
5:00,AM,PDT,Saturday,26,September,2020,101.6 kPa
11:00,AM,PDT,Saturday,26,September,2020,101.9 kPa
5:00,PM,PDT,Saturday,26,September,2020,102.0 kPa
11:00,PM,PDT,Saturday,26,September,2020,102.4 kPa
5:00,AM,PDT,Sunday,27,September,2020,102.9 kPa
11:00,AM,PDT,Sunday,27,September,2020,103.3 kPa
5:00,PM,PDT,Sunday,27,September,2020,103.2 kPa
11:00,PM,PDT,Sunday,27,September,2020,103.1 kPa
5:00,AM,PDT,Monday,28,September,2020,103.0 kPa
11:00,AM,PDT,Monday,28,September,2020,102.9 kPa
5:00,PM,PDT,Monday,28,September,2020,102.5 kPa
11:00,PM,PDT,Monday,28,September,2020,102.3 kPa
5:00,AM,PDT,Tuesday,29,September,2020,102.1 kPa
11:00,AM,PDT,Tuesday,29,September,2020,102.0 kPa
5:00,PM,PDT,Tuesday,29,September,2020,101.7 kPa
11:00,PM,PDT,Tuesday,29,September,2020,101.8 kPa
5:00,AM,PDT,Wednesday,30,September,2020,102.0 kPa
11:00,AM,PDT,Wednesday,30,September,2020,102.3 kPa
5:00,PM,PDT,Wednesday,30,September,2020,102.2 kPa
11:00,PM,PDT,Wednesday,30,September,2020,102.2 kPa
5:00,AM,PDT,Thursday,1,October,2020,102.2 kPa
11:23,AM,PDT,Thursday,1,October,2020,102.3 kPa
5:00,PM,PDT,Thursday,1,October,2020,102.1 kPa
11:41,PM,PDT,Thursday,1,October,2020,102.1 kPa
5:00,AM,PDT,Friday,2,October,2020,102.1 kPa
11:00,AM,PDT,Friday,2,October,2020,102.1 kPa
5:00,PM,PDT,Friday,2,October,2020,101.9 kPa
