Record Time,,,Weekday,Day,Month,Year,Pressure
11:00,PM,PDT,Friday,2,October,2020,101.9 kPa
5:28,AM,PDT,Saturday,3,October,2020,101.9 kPa
11:19,AM,PDT,Saturday,3,October,2020,101.9 kPa
5:00,PM,PDT,Saturday,3,October,2020,101.7 kPa
11:16,PM,PDT,Saturday,3,October,2020,101.8 kPa
5:00,AM,PDT,Sunday,4,October,2020,101.9 kPa
11:00,AM,PDT,Sunday,4,October,2020,102.0 kPa
5:00,PM,PDT,Sunday,4,October,2020,102.1 kPa
11:00,PM,PDT,Sunday,4,October,2020,102.3 kPa
5:32,AM,PDT,Monday,5,October,2020,102.5 kPa
11:00,AM,PDT,Monday,5,October,2020,102.6 kPa
5:00,PM,PDT,Monday,5,October,2020,102.4 kPa
11:00,PM,PDT,Monday,5,October,2020,102.3 kPa
5:40,AM,PDT,Tuesday,6,October,2020,102.2 kPa
11:39,AM,PDT,Tuesday,6,October,2020,102.2 kPa
5:00,PM,PDT,Tuesday,6,October,2020,101.8 kPa
11:00,PM,PDT,Tuesday,6,October,2020,101.6 kPa
5:49,AM,PDT,Wednesday,7,October,2020,101.5 kPa
11:00,AM,PDT,Wednesday,7,October,2020,101.4 kPa
5:48,PM,PDT,Wednesday,7,October,2020,101.0 kPa
11:26,PM,PDT,Wednesday,7,October,2020,101.0 kPa
5:00,AM,PDT,Thursday,8,October,2020,101.0 kPa
11:00,AM,PDT,Thursday,8,October,2020,101.1 kPa
5:00,PM,PDT,Thursday,8,October,2020,101.2 kPa
11:00,PM,PDT,Thursday,8,October,2020,101.2 kPa
5:08,AM,PDT,Friday,9,October,2020,101.1 kPa
11:00,AM,PDT,Friday,9,October,2020,100.9 kPa
5:00,PM,PDT,Friday,9,October,2020,100.4 kPa
11:16,PM,PDT,Friday,9,October,2020,100.2 kPa
5:00,AM,PDT,Saturday,10,October,2020,99.8 kPa
11:00,AM,PDT,Saturday,10,October,2020,100.1 kPa
5:00,PM,PDT,Saturday,10,October,2020,100.6 kPa
11:00,PM,PDT,Saturday,10,October,2020,101.1 kPa
5:00,AM,PDT,Sunday,11,October,2020,101.4 kPa
11:48,AM,PDT,Sunday,11,October,2020,101.5 kPa
5:00,PM,PDT,Sunday,11,October,2020,100.6 kPa
11:00,PM,PDT,Sunday,11,October,2020,100.4 kPa
5:00,AM,PDT,Monday,12,October,2020,101.3 kPa
11:00,AM,PDT,Monday,12,October,2020,102.1 kPa
5:00,PM,PDT,Monday,12,October,2020,102.2 kPa
11:00,PM,PDT,Monday,12,October,2020,101.8 kPa
5:00,PM,PDT,Tuesday,13,October,2020,101.0 kPa
11:00,PM,PDT,Tuesday,13,October,2020,101.8 kPa
5:00,AM,PDT,Wednesday,14,October,2020,102.3 kPa
11:00,AM,PDT,Wednesday,14,October,2020,102.8 kPa
5:00,PM,PDT,Wednesday,14,October,2020,103.0 kPa
11:00,PM,PDT,Wednesday,14,October,2020,103.3 kPa
5:00,AM,PDT,Thursday,15,October,2020,103.5 kPa
11:00,AM,PDT,Thursday,15,October,2020,103.7 kPa
5:00,PM,PDT,Thursday,15,October,2020,103.3 kPa
11:00,PM,PDT,Thursday,15,October,2020,103.0 kPa
5:51,AM,PDT,Friday,16,October,2020,102.3 kPa
11:38,AM,PDT,Friday,16,October,2020,101.7 kPa
5:42,PM,PDT,Friday,16,October,2020,101.7 kPa
11:00,PM,PDT,Friday,16,October,2020,101.8 kPa
5:00,AM,PDT,Saturday,17,October,2020,101.9 kPa
11:00,AM,PDT,Saturday,17,October,2020,102.2 kPa
5:00,PM,PDT,Saturday,17,October,2020,102.2 kPa
11:20,PM,PDT,Saturday,17,October,2020,101.9 kPa
5:21,AM,PDT,Sunday,18,October,2020,101.6 kPa
11:00,AM,PDT,Sunday,18,October,2020,101.6 kPa
5:18,PM,PDT,Sunday,18,October,2020,101.6 kPa
11:00,PM,PDT,Sunday,18,October,2020,101.6 kPa
5:00,AM,PDT,Monday,19,October,2020,101.8 kPa
11:15,AM,PDT,Monday,19,October,2020,102.0 kPa
5:00,PM,PDT,Monday,19,October,2020,102.0 kPa
11:00,PM,PDT,Monday,19,October,2020,102.1 kPa
5:00,AM,PDT,Tuesday,20,October,2020,102.3 kPa
11:00,AM,PDT,Tuesday,20,October,2020,102.3 kPa
5:00,PM,PDT,Tuesday,20,October,2020,102.0 kPa
11:00,PM,PDT,Tuesday,20,October,2020,101.9 kPa
5:00,AM,PDT,Wednesday,21,October,2020,101.7 kPa
11:00,AM,PDT,Wednesday,21,October,2020,102.0 kPa
5:00,PM,PDT,Wednesday,21,October,2020,102.3 kPa
11:00,PM,PDT,Wednesday,21,October,2020,102.6 kPa
5:00,AM,PDT,Thursday,22,October,2020,102.8 kPa
11:00,AM,PDT,Thursday,22,October,2020,103.0 kPa
5:00,PM,PDT,Thursday,22,October,2020,102.9 kPa
11:00,PM,PDT,Thursday,22,October,2020,102.8 kPa
5:51,AM,PDT,Friday,23,October,2020,102.1 kPa
11:00,AM,PDT,Friday,23,October,2020,101.5 kPa
5:20,PM,PDT,Friday,23,October,2020,101.3 kPa
11:00,PM,PDT,Friday,23,October,2020,101.7 kPa
5:00,AM,PDT,Saturday,24,October,2020,102.2 kPa
11:00,AM,PDT,Saturday,24,October,2020,102.7 kPa
5:00,PM,PDT,Saturday,24,October,2020,102.9 kPa
11:00,PM,PDT,Saturday,24,October,2020,103.3 kPa
5:00,AM,PDT,Sunday,25,October,2020,103.6 kPa
11:00,AM,PDT,Sunday,25,October,2020,103.7 kPa
5:00,PM,PDT,Sunday,25,October,2020,103.6 kPa
11:00,PM,PDT,Sunday,25,October,2020,103.5 kPa
5:00,AM,PDT,Monday,26,October,2020,103.4 kPa
11:00,AM,PDT,Monday,26,October,2020,103.4 kPa
5:00,PM,PDT,Monday,26,October,2020,103.2 kPa
11:00,PM,PDT,Monday,26,October,2020,103.2 kPa
5:00,AM,PDT,Tuesday,27,October,2020,103.1 kPa
11:00,AM,PDT,Tuesday,27,October,2020,102.9 kPa
5:00,PM,PDT,Tuesday,27,October,2020,102.6 kPa
11:00,PM,PDT,Tuesday,27,October,2020,102.4 kPa
5:00,AM,PDT,Wednesday,28,October,2020,102.3 kPa
11:00,AM,PDT,Wednesday,28,October,2020,102.3 kPa
5:00,PM,PDT,Wednesday,28,October,2020,102.1 kPa
11:00,PM,PDT,Wednesday,28,October,2020,102.0 kPa
5:00,AM,PDT,Thursday,29,October,2020,102.1 kPa
11:00,AM,PDT,Thursday,29,October,2020,102.1 kPa
5:00,PM,PDT,Thursday,29,October,2020,101.8 kPa
11:00,PM,PDT,Thursday,29,October,2020,101.3 kPa
5:00,AM,PDT,Friday,30,October,2020,100.7 kPa
11:00,AM,PDT,Friday,30,October,2020,101.3 kPa
5:00,PM,PDT,Friday,30,October,2020,102.0 kPa
11:00,PM,PDT,Friday,30,October,2020,102.5 kPa
5:00,AM,PDT,Saturday,31,October,2020,102.9 kPa
11:00,AM,PDT,Saturday,31,October,2020,103.1 kPa
5:00,PM,PDT,Saturday,31,October,2020,103.0 kPa
10:00,PM,PST,Saturday,31,October,2020,102.9 kPa
4:00,AM,PST,Sunday,1,November,2020,102.7 kPa
10:00,AM,PST,Sunday,1,November,2020,102.6 kPa
4:00,PM,PST,Sunday,1,November,2020,102.2 kPa
10:00,PM,PST,Sunday,1,November,2020,102.1 kPa
11:00,PM,PST,Sunday,1,November,2020,102.1 kPa
5:00,AM,PST,Monday,2,November,2020,102.1 kPa
11:00,AM,PST,Monday,2,November,2020,102.0 kPa
5:00,PM,PST,Monday,2,November,2020,101.5 kPa
11:00,PM,PST,Monday,2,November,2020,101.4 kPa
5:00,AM,PST,Tuesday,3,November,2020,101.1 kPa
11:37,AM,PST,Tuesday,3,November,2020,101.1 kPa
5:00,PM,PST,Tuesday,3,November,2020,101.1 kPa
11:35,PM,PST,Tuesday,3,November,2020,101.1 kPa
5:00,AM,PST,Wednesday,4,November,2020,101.1 kPa
11:00,AM,PST,Wednesday,4,November,2020,101.4 kPa
5:29,PM,PST,Wednesday,4,November,2020,101.1 kPa
11:00,PM,PST,Wednesday,4,November,2020,101.2 kPa
5:00,AM,PST,Thursday,5,November,2020,101.6 kPa
11:00,AM,PST,Thursday,5,November,2020,101.8 kPa
5:00,PM,PST,Thursday,5,November,2020,101.5 kPa
11:00,PM,PST,Thursday,5,November,2020,101.4 kPa
5:00,AM,PST,Friday,6,November,2020,101.4 kPa
11:00,AM,PST,Friday,6,November,2020,101.3 kPa
5:00,PM,PST,Friday,6,November,2020,101.2 kPa
11:00,PM,PST,Friday,6,November,2020,101.1 kPa
5:00,AM,PST,Saturday,7,November,2020,100.9 kPa
11:00,AM,PST,Saturday,7,November,2020,100.9 kPa
5:00,PM,PST,Saturday,7,November,2020,100.9 kPa
11:00,PM,PST,Saturday,7,November,2020,101.1 kPa
5:00,AM,PST,Sunday,8,November,2020,101.5 kPa
11:00,AM,PST,Sunday,8,November,2020,102.0 kPa
5:00,PM,PST,Sunday,8,November,2020,102.2 kPa
5:00,AM,PST,Tuesday,17,November,2020,99.4 kPa
11:16,AM,PST,Tuesday,17,November,2020,98.9 kPa
5:00,PM,PST,Tuesday,17,November,2020,99.5 kPa
11:00,PM,PST,Tuesday,17,November,2020,100.2 kPa
5:00,AM,PST,Wednesday,18,November,2020,100.2 kPa
11:00,AM,PST,Wednesday,18,November,2020,100.1 kPa
5:24,PM,PST,Wednesday,18,November,2020,100.4 kPa
11:33,PM,PST,Wednesday,18,November,2020,101.0 kPa
5:00,AM,PST,Thursday,19,November,2020,101.6 kPa
11:00,AM,PST,Thursday,19,November,2020,102.3 kPa
5:00,PM,PST,Thursday,19,November,2020,102.5 kPa
11:00,PM,PST,Thursday,19,November,2020,102.8 kPa
5:00,AM,PST,Friday,20,November,2020,102.9 kPa
11:00,AM,PST,Friday,20,November,2020,102.9 kPa
5:24,PM,PST,Friday,20,November,2020,102.8 kPa
11:35,PM,PST,Friday,20,November,2020,103.0 kPa
5:29,AM,PST,Saturday,21,November,2020,103.2 kPa
11:00,AM,PST,Saturday,21,November,2020,103.3 kPa
5:00,PM,PST,Saturday,21,November,2020,102.8 kPa
11:00,PM,PST,Saturday,21,November,2020,102.3 kPa
5:00,AM,PST,Sunday,22,November,2020,101.8 kPa
11:00,AM,PST,Sunday,22,November,2020,101.6 kPa
5:49,PM,PST,Sunday,22,November,2020,101.3 kPa
11:30,PM,PST,Sunday,22,November,2020,101.2 kPa
5:42,AM,PST,Monday,23,November,2020,101.3 kPa
11:32,AM,PST,Monday,23,November,2020,101.7 kPa
5:00,PM,PST,Monday,23,November,2020,101.9 kPa
11:00,PM,PST,Monday,23,November,2020,102.0 kPa
5:47,AM,PST,Tuesday,24,November,2020,101.6 kPa
11:00,AM,PST,Tuesday,24,November,2020,101.0 kPa
5:00,PM,PST,Tuesday,24,November,2020,100.9 kPa
11:00,PM,PST,Tuesday,24,November,2020,101.2 kPa
5:00,AM,PST,Wednesday,25,November,2020,101.4 kPa
11:00,AM,PST,Wednesday,25,November,2020,101.9 kPa
5:00,PM,PST,Wednesday,25,November,2020,102.3 kPa
11:00,PM,PST,Wednesday,25,November,2020,102.6 kPa
5:00,AM,PST,Thursday,26,November,2020,102.8 kPa
11:00,AM,PST,Thursday,26,November,2020,103.0 kPa
5:00,PM,PST,Thursday,26,November,2020,102.8 kPa
11:00,PM,PST,Thursday,26,November,2020,102.6 kPa
5:00,AM,PST,Friday,27,November,2020,102.5 kPa
11:00,AM,PST,Friday,27,November,2020,102.3 kPa
5:00,PM,PST,Friday,27,November,2020,101.7 kPa
11:00,PM,PST,Friday,27,November,2020,101.9 kPa
5:00,AM,PST,Saturday,28,November,2020,102.3 kPa
11:00,AM,PST,Saturday,28,November,2020,102.8 kPa
5:00,PM,PST,Saturday,28,November,2020,103.0 kPa
11:13,PM,PST,Saturday,28,November,2020,102.8 kPa
5:00,AM,PST,Sunday,29,November,2020,102.7 kPa
11:00,AM,PST,Sunday,29,November,2020,102.4 kPa
5:00,PM,PST,Sunday,29,November,2020,101.8 kPa
11:00,PM,PST,Sunday,29,November,2020,101.2 kPa
5:40,AM,PST,Monday,30,November,2020,100.7 kPa
11:00,AM,PST,Monday,30,November,2020,101.5 kPa
5:00,PM,PST,Monday,30,November,2020,102.6 kPa
11:40,PM,PST,Monday,30,November,2020,103.3 kPa
5:00,AM,PST,Tuesday,1,December,2020,103.7 kPa
11:00,AM,PST,Tuesday,1,December,2020,103.8 kPa
5:00,PM,PST,Tuesday,1,December,2020,103.5 kPa
11:00,PM,PST,Tuesday,1,December,2020,103.2 kPa
5:00,AM,PST,Wednesday,2,December,2020,102.8 kPa
11:00,AM,PST,Wednesday,2,December,2020,102.5 kPa
5:41,PM,PST,Wednesday,2,December,2020,102.3 kPa
11:00,PM,PST,Wednesday,2,December,2020,102.4 kPa
5:50,AM,PST,Thursday,3,December,2020,102.4 kPa
11:00,AM,PST,Thursday,3,December,2020,102.7 kPa
5:00,PM,PST,Thursday,3,December,2020,102.8 kPa
11:00,PM,PST,Thursday,3,December,2020,103.1 kPa
5:00,AM,PST,Friday,4,December,2020,103.3 kPa
11:00,AM,PST,Friday,4,December,2020,103.2 kPa
5:00,PM,PST,Friday,4,December,2020,102.9 kPa
11:00,PM,PST,Friday,4,December,2020,102.6 kPa
5:00,AM,PST,Saturday,5,December,2020,102.0 kPa
11:00,AM,PST,Saturday,5,December,2020,101.9 kPa
5:00,PM,PST,Saturday,5,December,2020,101.7 kPa
11:00,PM,PST,Saturday,5,December,2020,102.0 kPa
5:00,AM,PST,Sunday,6,December,2020,102.4 kPa
11:15,AM,PST,Sunday,6,December,2020,103.0 kPa
5:00,PM,PST,Sunday,6,December,2020,103.1 kPa
11:00,PM,PST,Sunday,6,December,2020,103.0 kPa
5:00,AM,PST,Monday,7,December,2020,102.7 kPa
11:00,AM,PST,Monday,7,December,2020,102.7 kPa
5:08,PM,PST,Monday,7,December,2020,102.1 kPa
11:00,PM,PST,Monday,7,December,2020,101.9 kPa
5:36,AM,PST,Tuesday,8,December,2020,102.1 kPa
11:41,AM,PST,Tuesday,8,December,2020,102.2 kPa
5:00,PM,PST,Tuesday,8,December,2020,102.0 kPa
11:00,PM,PST,Tuesday,8,December,2020,102.0 kPa
5:25,AM,PST,Wednesday,9,December,2020,102.3 kPa
11:00,AM,PST,Wednesday,9,December,2020,102.6 kPa
5:14,PM,PST,Wednesday,9,December,2020,102.7 kPa
11:00,PM,PST,Wednesday,9,December,2020,102.7 kPa
5:00,AM,PST,Thursday,10,December,2020,102.1 kPa
11:00,AM,PST,Thursday,10,December,2020,101.7 kPa
5:00,PM,PST,Thursday,10,December,2020,101.4 kPa
11:49,PM,PST,Thursday,10,December,2020,101.6 kPa
5:46,AM,PST,Friday,11,December,2020,101.7 kPa
11:37,AM,PST,Friday,11,December,2020,101.9 kPa
5:00,PM,PST,Friday,11,December,2020,102.0 kPa
11:00,PM,PST,Friday,11,December,2020,102.3 kPa
5:00,AM,PST,Saturday,12,December,2020,102.4 kPa
11:00,AM,PST,Saturday,12,December,2020,102.4 kPa
5:00,PM,PST,Saturday,12,December,2020,102.0 kPa
11:00,PM,PST,Saturday,12,December,2020,101.4 kPa
5:00,AM,PST,Sunday,13,December,2020,101.4 kPa
11:22,AM,PST,Sunday,13,December,2020,101.3 kPa
5:38,PM,PST,Sunday,13,December,2020,101.6 kPa
11:00,PM,PST,Sunday,13,December,2020,101.9 kPa
5:19,AM,PST,Monday,14,December,2020,102.1 kPa
11:22,AM,PST,Monday,14,December,2020,102.4 kPa
5:00,PM,PST,Monday,14,December,2020,102.3 kPa
11:47,PM,PST,Monday,14,December,2020,101.9 kPa
5:00,AM,PST,Tuesday,15,December,2020,101.3 kPa
11:00,AM,PST,Tuesday,15,December,2020,101.2 kPa
5:00,PM,PST,Tuesday,15,December,2020,101.5 kPa
11:00,PM,PST,Tuesday,15,December,2020,101.8 kPa
5:43,AM,PST,Wednesday,16,December,2020,101.7 kPa
11:00,AM,PST,Wednesday,16,December,2020,101.2 kPa
5:00,PM,PST,Wednesday,16,December,2020,99.9 kPa
11:00,PM,PST,Wednesday,16,December,2020,99.7 kPa
5:30,AM,PST,Thursday,17,December,2020,100.3 kPa
11:17,AM,PST,Thursday,17,December,2020,101.1 kPa
5:00,PM,PST,Thursday,17,December,2020,101.6 kPa
11:00,PM,PST,Thursday,17,December,2020,102.0 kPa
5:22,AM,PST,Friday,18,December,2020,102.1 kPa
11:00,AM,PST,Friday,18,December,2020,101.8 kPa
5:29,PM,PST,Friday,18,December,2020,100.9 kPa
11:00,PM,PST,Friday,18,December,2020,101.1 kPa
5:00,AM,PST,Saturday,19,December,2020,102.0 kPa
11:43,AM,PST,Saturday,19,December,2020,102.1 kPa
5:00,PM,PST,Saturday,19,December,2020,101.2 kPa
11:00,PM,PST,Saturday,19,December,2020,100.8 kPa
5:00,AM,PST,Sunday,20,December,2020,101.4 kPa
11:00,AM,PST,Sunday,20,December,2020,101.9 kPa
5:00,PM,PST,Sunday,20,December,2020,102.0 kPa
11:00,PM,PST,Sunday,20,December,2020,101.9 kPa
5:00,AM,PST,Monday,21,December,2020,101.4 kPa
11:50,AM,PST,Monday,21,December,2020,100.5 kPa
5:00,PM,PST,Monday,21,December,2020,100.2 kPa
11:18,PM,PST,Monday,21,December,2020,100.9 kPa
5:00,AM,PST,Tuesday,22,December,2020,101.8 kPa
11:00,AM,PST,Tuesday,22,December,2020,102.6 kPa
5:12,PM,PST,Tuesday,22,December,2020,103.1 kPa
11:00,PM,PST,Tuesday,22,December,2020,103.6 kPa
5:00,AM,PST,Wednesday,23,December,2020,103.6 kPa
11:00,AM,PST,Wednesday,23,December,2020,103.5 kPa
5:00,PM,PST,Wednesday,23,December,2020,103.1 kPa
11:00,PM,PST,Wednesday,23,December,2020,102.6 kPa
5:00,AM,PST,Thursday,24,December,2020,102.4 kPa
11:00,AM,PST,Thursday,24,December,2020,102.2 kPa
5:07,PM,PST,Thursday,24,December,2020,101.8 kPa
11:00,PM,PST,Thursday,24,December,2020,101.5 kPa
5:47,AM,PST,Friday,25,December,2020,101.1 kPa
11:31,AM,PST,Friday,25,December,2020,101.0 kPa
5:38,PM,PST,Friday,25,December,2020,100.4 kPa
11:32,PM,PST,Friday,25,December,2020,100.2 kPa
5:30,AM,PST,Saturday,26,December,2020,100.4 kPa
11:00,AM,PST,Saturday,26,December,2020,101.1 kPa
5:00,PM,PST,Saturday,26,December,2020,101.6 kPa
11:48,PM,PST,Saturday,26,December,2020,101.9 kPa
5:28,AM,PST,Sunday,27,December,2020,101.9 kPa
11:22,AM,PST,Sunday,27,December,2020,102.0 kPa
5:00,PM,PST,Sunday,27,December,2020,101.9 kPa
11:32,PM,PST,Sunday,27,December,2020,102.0 kPa
5:00,AM,PST,Monday,28,December,2020,102.0 kPa
11:00,AM,PST,Monday,28,December,2020,102.1 kPa
5:00,PM,PST,Monday,28,December,2020,102.1 kPa
11:00,PM,PST,Monday,28,December,2020,102.3 kPa
5:00,AM,PST,Tuesday,29,December,2020,102.4 kPa
11:00,AM,PST,Tuesday,29,December,2020,102.6 kPa
5:00,PM,PST,Tuesday,29,December,2020,102.4 kPa
11:00,PM,PST,Tuesday,29,December,2020,102.0 kPa
5:00,AM,PST,Wednesday,30,December,2020,101.5 kPa
11:41,AM,PST,Wednesday,30,December,2020,100.9 kPa
5:00,PM,PST,Wednesday,30,December,2020,100.5 kPa
11:00,PM,PST,Wednesday,30,December,2020,100.6 kPa
5:00,AM,PST,Thursday,31,December,2020,101.1 kPa
11:00,AM,PST,Thursday,31,December,2020,101.8 kPa
5:37,PM,PST,Thursday,31,December,2020,101.9 kPa
11:16,PM,PST,Thursday,31,December,2020,101.7 kPa
5:00,AM,PST,Friday,1,January,2021,101.2 kPa
11:00,AM,PST,Friday,1,January,2021,100.7 kPa
5:00,PM,PST,Friday,1,January,2021,100.3 kPa
11:00,PM,PST,Friday,1,January,2021,100.7 kPa
5:00,AM,PST,Saturday,2,January,2021,100.6 kPa
11:00,AM,PST,Saturday,2,January,2021,100.3 kPa
5:00,PM,PST,Saturday,2,January,2021,100.0 kPa
11:00,PM,PST,Saturday,2,January,2021,100.3 kPa
5:00,AM,PST,Sunday,3,January,2021,100.8 kPa
11:00,AM,PST,Sunday,3,January,2021,101.1 kPa
5:00,PM,PST,Sunday,3,January,2021,101.4 kPa
11:00,PM,PST,Sunday,3,January,2021,101.0 kPa
5:00,AM,PST,Monday,4,January,2021,100.0 kPa
11:09,AM,PST,Monday,4,January,2021,99.9 kPa
5:00,PM,PST,Monday,4,January,2021,100.7 kPa
11:48,PM,PST,Monday,4,January,2021,101.5 kPa
5:49,AM,PST,Tuesday,5,January,2021,101.8 kPa
11:00,AM,PST,Tuesday,5,January,2021,101.6 kPa
5:26,PM,PST,Tuesday,5,January,2021,101.0 kPa
11:14,PM,PST,Tuesday,5,January,2021,101.0 kPa
5:00,AM,PST,Wednesday,6,January,2021,101.4 kPa
11:00,AM,PST,Wednesday,6,January,2021,101.8 kPa
5:00,PM,PST,Wednesday,6,January,2021,101.7 kPa
11:00,PM,PST,Wednesday,6,January,2021,102.1 kPa
5:00,AM,PST,Thursday,7,January,2021,102.5 kPa
11:00,AM,PST,Thursday,7,January,2021,102.6 kPa
5:00,PM,PST,Thursday,7,January,2021,102.1 kPa
11:00,PM,PST,Thursday,7,January,2021,101.6 kPa
11:00,PM,PST,Thursday,7,January,2021,101.6 kPa
5:00,AM,PST,Friday,8,January,2021,101.7 kPa
11:00,AM,PST,Friday,8,January,2021,102.3 kPa
5:44,PM,PST,Friday,8,January,2021,102.8 kPa
11:32,PM,PST,Friday,8,January,2021,103.1 kPa
5:07,AM,PST,Saturday,9,January,2021,103.0 kPa
11:00,AM,PST,Saturday,9,January,2021,102.7 kPa
5:00,PM,PST,Saturday,9,January,2021,102.2 kPa
11:00,PM,PST,Saturday,9,January,2021,101.9 kPa
5:00,AM,PST,Sunday,10,January,2021,102.2 kPa
11:00,AM,PST,Sunday,10,January,2021,102.3 kPa
5:28,PM,PST,Sunday,10,January,2021,102.2 kPa
11:00,PM,PST,Sunday,10,January,2021,102.1 kPa
5:00,AM,PST,Monday,11,January,2021,101.7 kPa
11:00,AM,PST,Monday,11,January,2021,101.8 kPa
5:00,PM,PST,Monday,11,January,2021,101.3 kPa
11:31,PM,PST,Monday,11,January,2021,100.4 kPa
5:00,AM,PST,Tuesday,12,January,2021,100.1 kPa
11:37,AM,PST,Tuesday,12,January,2021,100.5 kPa
5:38,PM,PST,Tuesday,12,January,2021,100.1 kPa
11:00,PM,PST,Tuesday,12,January,2021,99.1 kPa
11:00,AM,PST,Wednesday,13,January,2021,102.6 kPa
5:00,PM,PST,Wednesday,13,January,2021,103.2 kPa
11:16,PM,PST,Wednesday,13,January,2021,103.4 kPa
5:00,AM,PST,Thursday,14,January,2021,103.3 kPa
11:00,AM,PST,Thursday,14,January,2021,103.1 kPa
5:00,PM,PST,Thursday,14,January,2021,102.6 kPa
11:05,PM,PST,Thursday,14,January,2021,102.5 kPa
5:23,AM,PST,Friday,15,January,2021,102.7 kPa
11:49,AM,PST,Friday,15,January,2021,102.9 kPa
5:00,PM,PST,Friday,15,January,2021,103.0 kPa
11:00,PM,PST,Friday,15,January,2021,103.2 kPa
5:00,AM,PST,Saturday,16,January,2021,103.1 kPa
11:00,AM,PST,Saturday,16,January,2021,103.0 kPa
5:00,PM,PST,Saturday,16,January,2021,102.8 kPa
